,Title,Published_date,Views,Month
3790,Sheryl WuDunn: Our century's greatest injustice,8/17/10,173688,Aug
3791,Jason Clay: How big brands can help save biodiversity,8/16/10,65045,Aug
3792,Lewis Pugh's mind-shifting Mt. Everest swim,7/30/10,145081,Jul
3793,Laurie Santos: How monkeys mirror human irrationality,7/29/10,191961,Jul
3794,John Delaney: Wiring an interactive ocean,7/28/10,25426,Jul
3795,Sheena Iyengar: The art of choosing,7/26/10,868121,Jul
3796,Kevin Stone: The bio-future of joint replacement,7/23/10,100833,Jul
3797,A headset that reads your brainwaves | Tan Le,7/22/10,373413,Jul
3798,Dimitar Sasselov: How we found hundreds of Earth-like planets,7/21/10,106523,Jul
3799,Naif Al-Mutawa: Superheroes inspired by Islam,7/20/10,133953,Jul
3800,Julian Assange: Why the world needs WikiLeaks,7/19/10,683419,Jul
3801,The politics of fiction | Elif Shafak,7/19/10,397181,Jul
3802,Ethan Zuckerman: How to listen to global voices,7/19/10,56526,Jul
3803,When ideas have sex | Matt Ridley,7/19/10,381134,Jul
3804,"Carl Safina: The oil spill's unseen culprits, victims",7/12/10,81583,Jul
3805,"Hans Rosling: Global population growth, box by box",7/9/10,1583290,Jul
3806,Nalini Nadkarni: Life science in prison,7/9/10,25841,Jul
3807,Ellen Gustafson: Obesity + hunger = 1 global food issue,7/7/10,55601,Jul
3808,Benoit Mandelbrot: Fractals and the art of roughness,7/6/10,427218,Jul
3809,"Mitchell Joachim: Don't build your home, grow it!",7/2/10,76700,Jul
3810,Carter Emmart demos a 3D atlas of the universe,7/1/10,132918,Jul
3811,Stephen Palumbi: Following the mercury trail,6/30/10,45481,Jun
3812,Clay Shirky: How cognitive surplus will change the world,6/29/10,118462,Jun
3813,Ellen Dunham-Jones: Retrofitting suburbia,6/29/10,43369,Jun
3814,LEGO for grownups | Hillel Cooperman,6/25/10,155909,Jun
3815,Aditi Shankardass: A second opinion on learning disorders,6/24/10,61190,Jun
3816,Charles Leadbeater: Education innovation in the slums,6/23/10,83989,Jun
3817,Marian Bantjes: Intricate beauty by design,6/22/10,45431,Jun
3818,Chip Conley: Measuring what makes life worthwhile,6/21/10,170674,Jun
3819,Ananda Shankar Jayant fights cancer with dance,6/18/10,30452,Jun
3820,Cameron Herold: Let's raise kids to be entrepreneurs,6/17/10,239022,Jun
3821,Peter Tyack: The intriguing sound of marine mammals,6/16/10,31611,Jun
3822,Margaret Stewart: How YouTube thinks about copyright,6/15/10,116195,Jun
3823,The pattern behind self-deception | Michael Shermer,6/14/10,724742,Jun
3824,How architecture helped music evolve | David Byrne,6/11/10,486455,Jun
3825,Debate: Does the world need nuclear energy?,6/10/10,483236,Jun
3826,Rory Sutherland: Sweat the small stuff,6/9/10,188725,Jun
3827,Michael Sandel: The lost art of democratic debate,6/8/10,519287,Jun
3828,John Kasaona: How poachers became caretakers,6/8/10,29270,Jun
3829,Adam Sadowsky engineers a viral music video,6/4/10,80899,Jun
3830,Why we need the explorers | Brian Cox,6/3/10,439804,Jun
3831,"The case for anonymity online | Christopher ""moot"" Poole",6/2/10,478483,Jun
3832,Brian Skerry reveals ocean's glory -- and horror,6/2/10,157163,Jun
3833,Pointing to the future of UI | John Underkoffler,6/1/10,434789,Jun
3834,Lawrence Lessig: Re-examining the remix,6/1/10,29090,Jun
3835,"Sophie Hunger plays songs of secrets, city lights",5/28/10,242094,May
3836,Seth Berkley: HIV and flu -- the vaccine strategy,5/27/10,49792,May
3837,Sharmeen Obaid Chinoy: Inside a school for suicide bombers,5/26/10,194232,May
3838,Johanna Blakely: Lessons from fashion's free culture,5/25/10,200625,May
3839,Bring on the learning revolution! | Sir Ken Robinson,5/24/10,1564850,May
3840,"Craig Venter unveils ""synthetic life""",5/21/10,239164,May
3841,Richard Sears: Planning for the end of oil,5/20/10,51917,May
3842,Dee Boersma: Pay attention to penguins,5/19/10,20574,May
3843,Why I'm a weekday vegetarian | Graham Hill,5/18/10,255582,May
3844,Can we eat to starve cancer? | William Li,5/17/10,1247627,May
3845,"Julia Sweeney has ""The Talk""",5/14/10,250454,May
3846,Math class needs a makeover | Dan Meyer,5/13/10,357994,May
3847,Enric Sala: Glimpses of a pristine ocean,5/12/10,32479,May
3848,Nathan Myhrvold: Could this laser zap malaria?,5/11/10,103661,May
3849,Nicholas Christakis: The hidden influence of social networks,5/10/10,410399,May
3850,"Eddi Reader sings ""Kiteflyer's Hill""",5/10/10,29185,May
3851,"Thomas Dolby: ""Love Is a Loaded Pistol""",5/7/10,78065,May
3852,Anil Gupta: India's hidden hotbeds of invention,5/6/10,201185,May
3853,Jeremy Jackson: How we wrecked the ocean,5/5/10,72081,May
3854,How great leaders inspire action | Simon Sinek,5/4/10,18246610,May
3855,Esther Duflo: Social experiments to fight poverty,5/4/10,439418,May
3856,"Lies, damned lies and statistics (about TEDTalks)",4/30/10,308011,Apr
3857,George Whitesides: Toward a science of simplicity,4/29/10,47887,Apr
3858,Roz Savage: Why I'm rowing across the Pacific,4/28/10,46007,Apr
3859,Computing a theory of everything | Stephen Wolfram,4/27/10,585528,Apr
3860,"Kavita Ramdas: Radical women, embracing tradition",4/26/10,81138,Apr
3861,Omar Ahmad: Political change with pen and paper,4/23/10,39248,Apr
3862,"Build a tower, build a team | Tom Wujec",4/22/10,2287044,Apr
3863,Frederick Balagadde: Bio-lab on a microchip,4/21/10,17049,Apr
3864,"Homeopathy, quackery and fraud | James Randi",4/20/10,4217478,Apr
3865,Edith Widder: Glowing life in an underwater world,4/19/10,86525,Apr
3866,Thelma Golden: How art gives shape to cultural change,4/16/10,33160,Apr
3867,Mike deGruy: Hooked by an octopus,4/15/10,70584,Apr
3868,Catherine Mohr builds green,4/14/10,35261,Apr
3869,Jonathan Klein: Photos that changed the world,4/13/10,102843,Apr
3870,The danger of science denial | Michael Specter,4/12/10,457803,Apr
3871,Natalie Merchant sings old poems to life,4/9/10,198425,Apr
3872,Jonathan Drori: Every pollen grain has a story,4/8/10,36613,Apr
3873,Dennis Hong: My 7 species of robot,4/7/10,137402,Apr
3874,Dean Kamen: The emotion behind invention,4/6/10,65279,Apr
3875,"Elizabeth Pisani: Sex, drugs and HIV -- let's get rational",4/5/10,160476,Apr
3876,What adults can learn from kids | Adora Svitak,4/2/10,1026303,Apr
3877,Milton Glaser: How great design makes ideas new,4/1/10,75219,Apr
3878,How to start a movement | Derek Sivers,4/1/10,1781371,Apr
3879,Mathieu Lehanneur demos science-inspired design,4/1/10,29677,Apr
3880,Shekhar Kapur: We are the stories we tell ourselves,4/1/10,146900,Apr
3881,Peter Eigen: How to expose the corrupt,4/1/10,67811,Apr
3882,"Kirk Citron: And now, the real news",3/31/10,44871,Mar
3883,Shukla Bose: Teaching one child at a time,3/30/10,59464,Mar
3884,Kevin Bales: How to combat modern slavery,3/29/10,156182,Mar
3885,"Robert Gupta: Music is medicine, music is sanity",3/26/10,90979,Mar
3886,Joel Levine: Why we need to go back to Mars,3/25/10,71303,Mar
3887,Alan Siegel: Let's simplify legal jargon!,3/24/10,56193,Mar
3888,Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil,3/23/10,24138,Mar
3889,Science can answer moral questions | Sam Harris,3/22/10,2803667,Mar
3890,Ken Kamler: Medical miracle on Everest,3/18/10,105760,Mar
3891,Gaming can make a better world | Jane McGonigal,3/17/10,1354307,Mar
3892,Eric Dishman: Take health care off the mainframe,3/16/10,36201,Mar
3893,Mark Roth: Suspended animation is within our grasp,3/15/10,93519,Mar
3894,Eric Mead: The magic of the placebo,3/12/10,251537,Mar
3895,Dan Barber: How I fell in love with a fish,3/10/10,335582,Mar
3896,Gary Lauder's new traffic sign: Take Turns,3/9/10,50071,Mar
3897,Tim Berners-Lee: The year open data went worldwide,3/8/10,60260,Mar
3898,"In the Internet age, dance evolves ... | The LXD",3/5/10,1317791,Mar
3899,Before Avatar ... a curious boy | James Cameron,3/4/10,456143,Mar
3900,Gary Flake: is Pivot a turning point for web exploration?,3/3/10,60053,Mar
3901,"Harsha Bhogle: The rise of cricket, the rise of India",3/2/10,469718,Mar
3902,The riddle of experience vs. memory | Daniel Kahneman,3/1/10,1272864,Mar
3903,My 5 lives as an artist | Raghava KK,2/26/10,129521,Feb
3904,TEDActive: What the world needs now,2/25/10,66961,Feb
3905,Pawan Sinha on how brains learn to see,2/25/10,62973,Feb
3906,The world needs all kinds of minds | Temple Grandin,2/24/10,1184941,Feb
3907,Eric Topol: The wireless future of medicine,2/23/10,49855,Feb
3908,Philip Howard: Four ways to fix a broken legal system,2/22/10,63979,Feb
3909,Kevin Kelly tells technology's epic story,2/22/10,89660,Feb
3910,Innovating to zero! | Bill Gates,2/20/10,4463002,Feb
3911,The opportunity of adversity | Aimee Mullins,2/19/10,626278,Feb
3912,David Cameron: The next age of government,2/18/10,126151,Feb
3913,Blaise Aguera y Arcas demos augmented-reality maps,2/18/10,43995,Feb
3914,Teach every child about food | Jamie Oliver,2/12/10,2279817,Feb
3915,Tom Shannon: The painter and the pendulum,2/5/10,76366,Feb
3916,David Agus: A new strategy in the war against cancer,2/4/10,76098,Feb
3917,George Whitesides: A lab the size of a postage stamp,2/3/10,32793,Feb
3918,Jamie Heywood: The big idea my brother inspired,2/2/10,45229,Feb
3919,Sendhil Mullainathan: Solving social problems with a nudge,2/2/10,67599,Feb
3920,"Weird, or just different? | Derek Sivers",1/29/10,605660,Jan
3921,Jane Chen: A warm embrace that saves lives,1/28/10,119840,Jan
3922,Eve Ensler: Embrace your inner girl,1/27/10,208671,Jan
3923,Joshua Prince-Ramus: Building a theater that remakes itself,1/26/10,47494,Jan
3924,Bill Davenhall: Your health depends on where you live,1/25/10,81430,Jan
3925,Anthony Atala: Growing new organs,1/21/10,334177,Jan
3926,Ravin Agrawal: 10 young Indian artists to watch,1/20/10,36159,Jan
3927,How I held my breath for 17 minutes | David Blaine,1/19/10,22447394,Jan
3928,Charles Fleischer insists: All things are Moleeds,1/15/10,66005,Jan
3929,"Lalitesh Katragadda: Making maps to fight disaster, build economies",1/13/10,36211,Jan
3930,Kiran Bir Sethi teaches kids to take charge,1/12/10,80742,Jan
3931,"Kartick Satyanarayan: How we rescued the ""dancing"" bears",1/11/10,48069,Jan
3932,Herbie Hancock's all-star set,1/8/10,195129,Jan
3933,Romulus Whitaker: The real danger lurking in the water,1/7/10,59612,Jan
3934,Dan Buettner: How to live to be 100+,1/6/10,659254,Jan
3935,Nick Veasey: Exposing the invisible,1/5/10,56668,Jan
3936,The neurons that shaped civilization | VS Ramachandran,1/4/10,305662,Jan
3937,Bertrand Piccard's solar-powered adventure,1/1/10,50350,Jan
3938,Asher Hasan's message of peace from Pakistan,12/23/09,34898,Dec
3939,Steven Cowley: Fusion is energy's future,12/22/09,115535,Dec
3940,Shaffi Mather: A new way to fight corruption,12/21/09,91987,Dec
3941,"James Geary, metaphorically speaking",12/18/09,133256,Dec
3942,Charles Anderson discovers dragonflies that cross oceans,12/17/09,41686,Dec
3943,Alexis Ohanian: How to make a splash in social media,12/16/09,165753,Dec
3944,Ryan Lobo: Photographing the hidden story,12/15/09,32570,Dec
3945,Loretta Napoleoni: The intricate economics of terrorism,12/14/09,56347,Dec
3946,Shereen El Feki: Pop culture in the Arab world,12/11/09,125852,Dec
3947,Thulasiraj Ravilla: How low-cost eye care can be world-class,12/10/09,41808,Dec
3948,Marc Pachter: The art of the interview,12/9/09,132044,Dec
3949,Rory Bremner's one-man world summit,12/8/09,109771,Dec
3950,The fight against sex slavery | Sunitha Krishnan,12/8/09,590260,Dec
3951,Talks Scott Kim takes apart the art of puzzles,12/4/09,45350,Dec
3952,Anupam Mishra: The ancient ingenuity of water harvesting,12/3/09,125251,Dec
3953,Andrea Ghez: The hunt for a supermassive black hole,12/3/09,114739,Dec
3954,"Make love, not porn (Adult content) | Cindy Gallop",12/2/09,2670007,Dec
3955,"Why nations should pursue ""soft"" power | Shashi Tharoor",12/2/09,1138761,Dec
3956,Gordon Brown on global ethic vs. national interest,12/1/09,46811,Dec
3957,Mallika Sarabhai: Dance to change the world,11/26/09,132661,Nov
3958,Magnus Larsson: Turning dunes into architecture,11/26/09,81936,Nov
3959,Asia's rise -- how and when | Hans Rosling,11/25/09,407450,Nov
3960,Rob Hopkins: Transition to a world without oil,11/24/09,174262,Nov
3961,Tom Wujec demos the 13th-century astrolabe,11/20/09,164773,Nov
3962,East vs west -- the myths that mystify | Devdutt Pattanaik,11/19/09,777524,Nov
3963,The thrilling potential of SixthSense technology | Pranav Mistry,11/18/09,5260830,Nov
3964,"Cynthia Schneider: The surprising spread of ""Idol"" TV",11/13/09,39322,Nov
3965,Edward Burtynsky photographs the landscape of oil,11/13/09,43456,Nov
3966,Rachel Pike: The science behind a climate headline,11/13/09,15670,Nov
3967,Cameron Sinclair: The refugees of boom-and-bust,11/13/09,14852,Nov
3968,Stefana Broadbent: How the Internet enables intimacy,11/2/09,117463,Nov
3969,Matthew White gives the euphonium a new voice,10/30/09,538778,Oct
3970,"Marcus du Sautoy: Symmetry, reality's riddle",10/29/09,129174,Oct
3971,Becky Blanton: The year I was homeless,10/28/09,95547,Oct
3972,Rachel Armstrong: Architecture that repairs itself?,10/27/09,64318,Oct
3973,David Deutsch: A new way to explain explanation,10/26/09,198090,Oct
3974,Ian Goldin: Navigating our global future,10/23/09,90474,Oct
3975,Marc Koska: 1.3m reasons to re-invent the syringe,10/22/09,36474,Oct
3976,Itay Talgam: Lead like the great conductors,10/21/09,626881,Oct
3977,Paul Debevec animates a photo-real digital face,10/20/09,85635,Oct
3978,John Gerzema: The post-crisis consumer,10/19/09,28678,Oct
3979,Julian Treasure: The 4 ways sound affects us,10/16/09,363104,Oct
3980,A brain in a supercomputer | Henry Markram,10/15/09,505640,Oct
3981,Life lessons from an ad man | Rory Sutherland,10/14/09,399998,Oct
3982,"David Hanson: Robots that ""show emotion""",10/14/09,186667,Oct
3983,New York -- before the City | Eric Sanderson,10/13/09,1671486,Oct
3984,"Sam Martin: The quirky world of ""manspaces""",10/9/09,58459,Oct
3985,Optical illusions show how we see | Beau Lotto,10/8/09,3091267,Oct
3986,Chimamanda Ngozi Adichie: The danger of a single story | TED,10/7/09,12482936,Oct
3987,David Logan: Tribal leadership,10/6/09,236595,Oct
3988,Carolyn Steel: How food shapes our cities,10/5/09,173161,Oct
3989,Stefan Sagmeister: The power of time off,10/5/09,448398,Oct
3990,Garik Israelian: What's inside a star?,10/1/09,47223,Oct
3991,Tim Brown urges designers to think big,9/30/09,647025,Sep
3992,Karen Armstrong: Let's revive the Golden Rule,9/30/09,125357,Sep
3993,Parag Khanna maps the future of countries,9/28/09,647627,Sep
3994,Jacqueline Novogratz: A third way to think about aid,9/26/09,55707,Sep
3995,Taryn Simon photographs secret sites,9/24/09,101211,Sep
3996,William Kamkwamba: How I harnessed the wind,9/23/09,394278,Sep
3997,Evgeny Morozov: How the Internet strengthens dictatorships,9/22/09,59009,Sep
3998,Jonathan Zittrain: The Web as random acts of kindness,9/22/09,144179,Sep
3999,"Imogen Heap plays ""Wait It Out""",9/21/09,146348,Sep
4000,What hallucination reveals about our minds | Oliver Sacks,9/18/09,5875265,Sep
4001,An inventory of the invisible | John Lloyd,9/18/09,74630,Sep
4002,Bjarke Ingels: 3 warp-speed architecture tales,9/15/09,534984,Sep
4003,Misha Glenny investigates global crime networks,9/14/09,129089,Sep
4004,Vishal Vaid's hypnotic song,9/11/09,95987,Sep
4005,How we read each other's minds | Rebecca Saxe,9/11/09,550932,Sep
4006,Lewis Pugh swims the North Pole,9/9/09,143128,Sep
4007,James Balog: Time-lapse proof of extreme ice loss,9/9/09,179455,Sep
4008,Steve Truglia: A leap from the edge of space,9/9/09,25097,Sep
4009,Evan Grant: Making sound visible through cymatics,9/9/09,337207,Sep
4010,Hans Rosling's answers to the TED and Reddit community interview,9/8/09,71278,Sep
4011,"Geoff Mulgan: Post-crash, investing in a better world",9/2/09,37723,Sep
4012,Josh Silver demos adjustable liquid-filled eyeglasses,9/1/09,45957,Sep
4013,"One seed at a time, protecting the future of food | Cary Fowler",8/31/09,58714,Aug
4014,Natasha Tsakos' multimedia theatrical adventure,8/31/09,57260,Aug
4015,Hans Rosling: Let my dataset change your mindset,8/31/09,149874,Aug
4016,Eric Giler demos wireless electricity,8/31/09,87226,Aug
4017,The puzzle of motivation | Dan Pink,8/25/09,11051210,Aug
4018,Don't eat the marshmallow! | Joachim de Posada,8/10/09,942571,Aug
4019,Nicholas Negroponte takes OLPC to Colombia,8/10/09,15551,Aug
4020,Nina Jablonski breaks the illusion of skin color,8/7/09,308021,Aug
4021,Playing with space and light | Olafur Eliasson,8/7/09,177469,Aug
4022,Emmanuel Jal: The music of a war child,8/7/09,264128,Aug
4023,Biomimicry in action | Janine Benyus,8/6/09,286150,Aug
4024,Paul Romer: Why the world needs charter cities,8/5/09,158414,Aug
4025,Michael Pritchard: How to make filthy water drinkable,8/4/09,1915741,Aug
4026,Willard Wigan: Hold your breath for micro-sculpture | TED,8/4/09,163901,Aug
4027,Elaine Morgan says we evolved from aquatic apes,7/31/09,443280,Jul
4028,Golan Levin makes art that looks back at you,7/30/09,55583,Jul
4029,"A kinder, gentler philosophy of success | Alain de Botton",7/28/09,1938346,Jul
4030,Wiring a web for global good | Gordon Brown,7/22/09,400490,Jul
4031,Exploring the mind of a killer | Jim Fallon,7/16/09,765291,Jul
4032,Daniel Kraft invents a better way to harvest bone marrow,7/15/09,27768,Jul
4033,4 environmental 'heresies' | Stewart Brand,7/13/09,81981,Jul
4034,Kary Mullis' next-gen cure for killer infection,7/9/09,128737,Jul
4035,Sophal Ear: Escaping the Khmer Rouge,7/8/09,75580,Jul
